City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Caxias,PT,38.7,-9.28,66.0,72,23,20.8,few clouds
332,Tecoanapa,MX,16.52,-98.75,80.83,77,100,4.99,overcast clouds
333,Katherine,AU,-14.47,132.27,64.4,77,77,4.7,broken clouds
334,Saint-Augustin,CA,51.23,-58.65,59.99,60,49,4.65,scattered clouds
335,Nanortalik,GL,60.14,-45.24,50.38,75,100,7.78,light rain
336,Vila Franca Do Campo,PT,37.72,-25.43,75.2,78,20,6.93,few clouds
337,Nchelenge,ZM,-9.35,28.73,72.99,54,6,0.78,clear sky
338,Xai-Xai,MZ,-25.05,33.64,74.16,72,0,6.64,clear sky
339,Nurota,UZ,40.56,65.69,64.4,31,0,4.7,clear sky
340,Samarai,PG,-10.62,150.67,78.87,86,15,17.38,moderate rain
341,Airai,TL,-8.93,125.41,54.48,45,18,2.8,few clouds
342,Okhotsk,RU,59.38,143.3,54.9,49,42,5.23,scattered clouds
343,Klyuchi,RU,52.27,79.17,63.36,53,40,6.64,scattered clouds
344,Mgachi,RU,51.05,142.27,52.77,70,35,3.91,scattered clouds
345,Chimbote,PE,-9.09,-78.58,64.31,75,9,13.02,clear sky
346,Saint George,US,37.1,-113.58,98.6,16,1,9.91,clear sky
347,Beringovskiy,RU,63.05,179.32,48.92,88,100,22.24,overcast clouds
348,Coihaique,CL,-45.58,-72.07,42.8,56,75,8.05,broken clouds
349,Tanete,ID,-3.94,119.78,75.58,79,92,12.41,overcast clouds
350,Husavik,IS,66.04,-17.34,48.2,87,75,5.82,broken clouds
351,Isiro,CD,2.77,27.62,64.36,97,100,1.52,overcast clouds
352,Ketchikan,US,55.34,-131.65,57.2,76,90,2.35,overcast clouds
353,Richards Bay,ZA,-28.78,32.04,67.26,69,100,12.59,overcast clouds
354,Goderich,CA,43.75,-81.72,70.0,80,60,14.09,broken clouds
355,Port Hedland,AU,-20.32,118.57,66.2,55,0,8.05,clear sky
356,Sarny,UA,51.34,26.6,65.03,77,14,6.46,few clouds
357,Bentiu,SS,9.23,29.83,72.61,89,67,2.39,broken clouds
358,Waddan,LY,29.16,16.14,81.54,39,0,16.35,clear sky
359,Moundou,TD,8.57,16.08,69.12,97,97,3.85,overcast clouds
360,Garden City,US,42.33,-83.33,81.0,44,75,17.22,broken clouds
361,Ust-Shonosha,RU,61.15,41.34,50.9,94,82,6.02,broken clouds
362,Puerto Escondido,MX,15.85,-97.07,86.0,70,75,6.93,broken clouds
363,Aykhal,RU,66.0,111.5,50.0,57,90,2.24,haze
364,Finote Selam,ET,10.7,37.27,57.54,91,92,0.94,light rain
365,Sitka,US,57.05,-135.33,55.4,93,90,9.17,light rain
366,Penzance,GB,50.12,-5.54,55.4,66,28,14.99,scattered clouds
367,Quartz Hill,US,34.65,-118.22,97.0,7,1,13.87,clear sky
368,Hirara,JP,24.8,125.28,82.4,88,40,10.29,light intensity shower rain
369,Campbell River,CA,50.02,-125.24,69.8,30,40,24.16,scattered clouds
370,Ardakan,IR,32.31,54.02,80.6,13,0,4.7,clear sky
371,Vila,PT,42.03,-8.16,63.0,72,5,5.82,clear sky
372,Kavieng,PG,-2.57,150.8,83.39,74,45,12.71,scattered clouds
373,Sorland,NO,67.67,12.69,50.04,66,100,12.93,overcast clouds
374,Dali,CN,25.7,100.18,63.07,86,100,2.73,light rain
375,Banda Aceh,ID,5.56,95.32,79.68,78,87,5.77,light rain
376,Moro,PK,26.66,68.0,84.2,70,75,11.41,smoke
377,Salvador,SV,13.83,-88.92,87.8,74,20,8.05,few clouds
378,Sept-Iles,CA,50.2,-66.38,55.4,62,90,8.05,overcast clouds
379,Pipar,IN,26.39,73.54,85.73,66,84,3.02,broken clouds
380,Batemans Bay,AU,-35.72,150.18,48.99,75,0,1.99,clear sky
381,Hun,LY,29.13,15.95,82.35,33,0,13.09,clear sky
382,Karwar,IN,14.8,74.13,77.65,83,100,1.66,light rain
383,Basco,PH,20.45,121.97,83.16,83,98,13.49,light rain
384,Mana,GF,5.66,-53.78,79.92,87,99,7.78,light rain
385,Hambantota,LK,6.12,81.12,78.8,94,90,5.82,overcast clouds
386,Puerto Colombia,CO,10.99,-74.95,78.8,74,75,11.41,shower rain
387,Huancabamba,PE,-5.24,-79.45,68.4,47,19,4.23,few clouds
388,Agrado,CO,2.26,-75.77,77.85,63,72,7.29,light rain
389,Hokitika,NZ,-42.72,170.97,54.43,83,98,9.01,light rain
390,Athabasca,CA,54.72,-113.29,62.8,41,88,14.2,overcast clouds
391,Denpasar,ID,-8.65,115.22,78.8,83,40,10.29,scattered clouds
392,Senneterre,CA,48.38,-77.23,57.2,87,90,12.75,light rain
393,Bansang,GM,13.43,-14.65,80.6,88,83,2.24,broken clouds
394,Serenje,ZM,-13.23,30.24,64.36,34,5,5.68,clear sky
395,Santa Ana,US,33.75,-117.87,89.01,53,1,9.17,clear sky
396,Takaka,NZ,-40.85,172.8,55.99,79,100,5.99,overcast clouds
397,Vaasa,FI,63.1,21.62,55.0,93,56,1.12,broken clouds
398,Port Blair,IN,11.67,92.75,81.64,78,19,4.94,few clouds
399,Tuatapere,NZ,-46.13,167.68,53.49,74,94,10.47,overcast clouds
400,Coquimbo,CL,-29.95,-71.34,60.8,67,85,13.87,overcast clouds
401,Ust-Kuyga,RU,70.02,135.6,50.58,53,20,2.44,few clouds
402,Aleksandrovskiy Zavod,RU,50.92,117.94,51.49,95,100,1.99,light rain
403,Serdobsk,RU,52.46,44.22,55.85,84,25,5.14,scattered clouds
404,Meulaboh,ID,4.14,96.13,76.33,90,99,3.85,light rain
405,Corinth,GR,37.94,22.96,75.99,46,0,1.99,clear sky
406,Marienburg,PL,54.04,19.03,61.0,100,79,1.12,broken clouds
407,Grand-Lahou,CI,5.14,-5.02,74.55,89,100,10.74,overcast clouds
408,Venado Tuerto,AR,-33.75,-61.97,53.01,65,64,11.99,broken clouds
409,Luanda,AO,-8.84,13.23,68.0,88,20,6.93,few clouds
410,Tabou,CI,4.42,-7.35,75.58,85,85,11.39,overcast clouds
411,Charters Towers,AU,-20.1,146.27,64.11,71,18,18.1,few clouds
412,Banikoara,BJ,11.3,2.44,72.7,94,99,2.24,overcast clouds
413,Bom Jesus Da Lapa,BR,-13.26,-43.42,79.61,28,1,4.85,clear sky
414,Abalak,RU,58.13,68.59,59.13,96,89,7.45,overcast clouds
415,Wuwei,CN,37.93,102.64,56.55,70,100,5.88,light rain
416,Achkhoy-Martan,RU,43.19,45.28,69.8,73,0,2.24,clear sky
417,Nicoya,CR,10.15,-85.45,87.8,70,40,9.17,scattered clouds
418,Praya,CV,14.92,-23.51,78.8,94,75,3.36,broken clouds
419,Abbeville,FR,50.1,1.83,55.99,76,77,9.28,broken clouds
420,Desnogorsk,RU,54.15,33.28,57.88,90,78,8.95,broken clouds
421,Mutoko,ZW,-17.4,32.23,64.96,38,0,3.74,clear sky
422,Asyut,EG,27.18,31.18,82.4,42,0,9.17,clear sky
423,Melnikovo,RU,56.56,84.08,57.0,94,17,3.24,few clouds
424,Mount Pleasant,US,32.79,-79.86,91.99,66,1,9.17,clear sky
425,Yuanping,CN,38.72,112.76,65.84,92,81,0.96,broken clouds
426,Candolim,IN,15.52,73.76,78.98,81,100,1.32,light rain
427,Port Shepstone,ZA,-30.74,30.45,60.03,76,90,22.17,light rain
428,Peno,RU,56.93,32.74,55.09,95,100,9.04,light rain
429,Matay,EG,28.42,30.78,81.55,55,0,14.47,clear sky
430,Nagapattinam,IN,10.77,79.83,81.5,80,100,11.32,light rain
431,Saint-Joseph,RE,-21.37,55.62,69.8,73,30,12.75,scattered clouds
432,Taoudenni,ML,22.68,-3.98,98.51,34,48,14.23,scattered clouds
433,Didao,CN,45.37,130.8,62.2,94,95,1.43,overcast clouds
434,Luangwa,ZM,-15.62,30.42,71.83,27,1,2.01,clear sky
435,Kankan,GN,10.39,-9.31,71.33,96,100,7.54,light rain
436,Dong Hoi,VN,17.48,106.6,80.04,81,97,3.22,overcast clouds
437,Alamogordo,US,32.9,-105.96,98.6,16,1,8.05,clear sky
438,Mchinji,MW,-13.8,32.88,65.3,44,22,4.16,few clouds
439,Road Town,VG,18.42,-64.62,84.0,82,19,18.99,few clouds
440,Northam,GB,51.03,-4.22,55.99,76,0,8.99,clear sky
441,Soe,ID,-9.86,124.28,58.86,96,66,4.88,broken clouds
442,Seymchan,RU,62.88,152.43,46.38,63,93,6.96,overcast clouds
443,Thunder Bay,CA,48.4,-89.32,66.99,59,75,9.17,broken clouds
444,Constitucion,CL,-35.33,-72.42,52.09,60,3,12.84,clear sky
445,Diego De Almagro,CL,-26.37,-70.05,63.9,28,58,6.71,broken clouds
446,Rock Hill,US,34.92,-81.03,90.0,59,20,11.41,few clouds
447,Roma,US,43.21,-75.46,82.4,58,75,20.8,broken clouds
448,Assiniboia,CA,49.63,-105.98,88.32,15,0,15.14,clear sky
449,Moberly,US,39.42,-92.44,77.0,66,100,3.0,overcast clouds
450,Sanford,US,28.8,-81.27,87.8,66,1,13.87,clear sky
451,Newport,GB,51.59,-3.0,57.0,80,64,1.01,broken clouds
452,Hargeysa,SO,9.56,44.06,74.89,56,99,10.65,light rain
453,Vieques,PR,18.43,-65.83,86.0,70,40,13.87,haze
454,Maxixe,MZ,-23.86,35.35,73.47,85,0,14.18,clear sky
455,Abu Samrah,SY,35.3,37.18,80.96,29,0,8.21,clear sky
456,Sasvad,IN,18.33,74.03,69.57,94,100,5.32,overcast clouds
457,Malindi,KE,-3.22,40.12,75.25,81,30,12.44,scattered clouds
458,Severnyy-Kospashskiy,RU,59.09,57.8,59.0,98,82,4.92,broken clouds
459,Merauke,ID,-8.47,140.33,78.53,84,41,16.62,scattered clouds
460,Bow Island,CA,49.87,-111.37,71.6,35,75,14.99,broken clouds
461,Sistranda,NO,63.73,8.83,51.8,76,75,3.36,shower rain
462,Itoman,JP,26.12,127.67,82.4,88,20,11.41,few clouds
463,Kuusamo,FI,65.97,29.18,44.6,100,66,3.36,broken clouds
464,Tsiroanomandidy,MG,-18.77,46.03,63.27,71,14,2.68,few clouds
465,Puerto Palomas,MX,31.77,-107.62,97.66,16,11,3.65,few clouds
466,Minsk,BY,53.9,27.57,66.2,77,20,6.71,heavy intensity rain
467,Muzhi,RU,65.37,64.67,48.04,79,100,7.38,overcast clouds
468,Hay River,CA,60.82,-115.8,51.8,100,90,8.05,light rain
469,Lebanon,US,36.21,-86.29,91.0,59,40,5.82,scattered clouds
470,San Policarpo,PH,12.18,125.51,79.93,80,100,8.41,overcast clouds
471,Gboko,NG,7.32,9.0,74.05,87,99,4.52,overcast clouds
472,Westport,US,41.14,-73.36,80.01,83,75,6.93,broken clouds
473,Antalaha,MG,-14.9,50.28,68.41,87,12,7.52,few clouds
474,Destin,US,30.39,-86.5,82.4,78,40,3.36,scattered clouds
475,Lurgan,GB,54.46,-6.33,50.0,81,37,3.36,scattered clouds
476,Quepos,CR,9.42,-84.17,77.0,78,40,13.87,scattered clouds
477,Steamboat Springs,US,40.48,-106.83,75.2,33,1,13.87,clear sky
478,Liepaja,LV,56.54,21.04,64.4,82,49,14.99,scattered clouds
479,Rongcheng,CN,30.63,117.85,73.67,91,0,1.12,clear sky
480,Khasan,RU,42.43,130.64,65.79,91,100,12.39,light rain
481,Asino,RU,57.0,86.15,54.39,97,85,5.97,overcast clouds
482,College Place,US,46.05,-118.39,86.0,18,1,16.11,clear sky
483,Hadishahr,AZ,38.84,45.66,75.2,44,20,11.41,few clouds
484,Alyangula,AU,-13.85,136.42,73.4,69,90,1.12,overcast clouds
485,Asau,RO,46.43,26.4,62.01,88,0,3.69,clear sky
486,Kropotkin,RU,45.44,40.58,65.86,39,0,7.11,clear sky
487,Temir,KZ,49.14,57.13,75.04,30,99,10.89,overcast clouds
488,Clinton,US,42.59,-82.92,78.01,50,75,16.11,broken clouds
489,Kaili,ID,-3.46,120.21,67.66,81,98,1.54,overcast clouds
490,Hovd,MN,48.01,91.64,50.74,67,98,6.15,light rain
491,Riyadh,SA,24.69,46.72,87.8,16,60,4.7,broken clouds
492,Gat,IL,31.61,34.76,82.99,92,0,3.0,clear sky
493,Takaungu,KE,-3.68,39.86,73.4,88,20,4.7,few clouds
494,Callaway,US,30.15,-85.57,79.0,94,40,11.41,moderate rain
495,Sao Borja,BR,-28.66,-56.0,73.69,83,69,6.98,light rain
496,Linda,US,39.13,-121.55,93.99,35,20,8.1,haze
497,Taltal,CL,-25.4,-70.48,59.04,56,22,3.06,few clouds
498,Cururupu,BR,-1.83,-44.87,76.87,84,1,4.85,clear sky
499,Inuvik,CA,68.35,-133.72,57.2,35,20,2.24,few clouds
500,Ust-Tsilma,RU,65.44,52.15,44.35,95,9,5.14,clear sky
501,Sungaipenuh,ID,-2.08,101.38,63.45,92,97,3.27,overcast clouds
502,Yar-Sale,RU,66.83,70.83,40.23,86,58,8.52,broken clouds
503,Indianola,US,41.36,-93.56,79.0,31,40,10.29,scattered clouds
504,Filadelfia,US,39.95,-75.16,82.0,83,75,9.17,broken clouds
505,Hami,CN,42.8,93.45,66.33,29,37,3.27,scattered clouds
506,Khash,IR,28.22,61.22,61.59,29,22,4.27,few clouds
507,Verkh-Usugli,RU,52.7,115.17,47.46,89,100,2.17,overcast clouds
508,Mehamn,NO,71.04,27.85,48.79,81,68,9.35,broken clouds
509,Bogo,PH,11.05,124.01,79.16,83,100,6.98,light rain
510,Sandakan,MY,5.84,118.12,75.2,94,20,1.12,few clouds
511,Bubaque,GW,11.28,-15.83,78.28,86,100,14.43,light rain
512,Olafsvik,IS,64.89,-23.71,52.61,87,100,11.7,light rain
513,Rorvik,NO,64.86,11.24,51.69,63,54,6.04,broken clouds
514,Clausthal-Zellerfeld,DE,51.8,10.33,57.99,78,100,3.65,overcast clouds
515,Tajimi,JP,35.32,137.13,84.0,88,75,2.24,broken clouds
516,Pacific Grove,US,36.62,-121.92,72.0,60,20,12.75,few clouds
517,Ostrovnoy,RU,68.05,39.51,47.66,90,100,5.57,light rain
518,Karasjok,NO,69.47,25.51,48.2,81,99,23.04,light rain
519,Shar,KZ,49.59,81.05,56.79,69,0,6.31,clear sky
520,Craig,US,40.52,-107.55,84.2,20,1,8.05,clear sky
521,Bata,GQ,1.86,9.77,77.0,100,40,5.82,scattered clouds
522,Buala,SB,-8.14,159.59,83.25,76,95,8.03,overcast clouds
523,Alice Springs,AU,-23.7,133.88,44.6,30,0,4.7,clear sky
524,Acarau,BR,-2.89,-40.12,79.11,75,1,22.17,clear sky
525,Baykit,RU,61.67,96.37,48.15,87,53,1.43,broken clouds
526,Barstow,US,34.9,-117.02,98.6,7,1,3.36,clear sky
527,Olavarria,AR,-36.89,-60.32,45.0,45,10,3.0,clear sky
528,Lianran,CN,24.92,102.48,62.6,100,40,2.24,scattered clouds
529,Artyom,AZ,40.47,50.33,69.8,83,0,6.93,clear sky
530,Gusau,NG,12.16,6.66,74.17,87,42,4.85,scattered clouds
531,Kondinskoye,RU,59.65,67.41,55.51,88,86,8.46,light rain
532,Panguna,PG,-6.32,155.48,75.87,84,2,3.15,clear sky
533,Acapulco,MX,16.86,-99.89,82.4,78,75,6.93,broken clouds
534,Mogadishu,SO,2.04,45.34,77.68,85,0,14.58,clear sky
535,Shuangcheng,CN,45.35,126.28,66.0,100,90,4.47,light rain
536,Harper,LR,4.38,-7.72,75.9,84,91,11.9,light rain
537,Paragominas,BR,-2.97,-47.48,82.0,58,62,3.78,broken clouds
538,La Baule-Escoublac,FR,47.29,-2.36,54.0,81,21,3.36,few clouds
539,Turka,UA,49.15,23.03,71.01,80,0,3.0,clear sky
540,Ola,RU,59.58,151.28,50.86,61,0,11.61,clear sky
541,Srandakan,ID,-7.94,110.25,72.23,84,91,6.96,overcast clouds
542,Cam Ranh,VN,11.92,109.16,80.6,88,40,3.36,scattered clouds
543,Christchurch,NZ,-43.53,172.63,62.6,42,11,4.7,few clouds
544,Florian,CO,5.8,-73.97,68.85,89,38,1.66,moderate rain
545,Ambilobe,MG,-13.2,49.05,64.26,85,0,3.96,clear sky
546,Anadyr,RU,64.75,177.48,46.4,75,75,20.13,broken clouds
547,Nuuk,GL,64.18,-51.72,53.6,76,20,4.7,few clouds
548,Kiruna,SE,67.86,20.23,42.8,93,7,4.7,clear sky
549,Robertsport,LR,6.75,-11.37,76.28,88,100,14.34,moderate rain
550,Taitung,TW,22.76,121.14,80.31,76,66,4.36,broken clouds
551,Menongue,AO,-14.66,17.69,66.67,37,36,2.62,scattered clouds
552,Itaituba,BR,-4.28,-55.98,82.4,74,20,5.82,few clouds
553,Surt,LY,31.21,16.59,79.27,76,0,14.99,clear sky
554,San Luis,AR,-33.3,-66.34,53.26,41,1,15.3,clear sky
555,Opuwo,NA,-18.06,13.84,48.85,49,0,1.74,clear sky
556,Saint-Georges,GD,12.06,-61.75,82.4,83,40,11.41,scattered clouds
557,Malakal,SS,9.53,31.66,72.12,91,97,2.26,overcast clouds
558,Harnosand,SE,62.63,17.94,55.99,81,94,5.82,overcast clouds
559,Grindavik,IS,63.84,-22.43,51.8,100,90,16.11,light intensity drizzle
560,Locri,IT,38.24,16.26,79.0,100,20,6.93,few clouds
561,Lata,PT,40.16,-8.33,64.0,87,0,8.01,clear sky
562,Tome,CL,-36.62,-72.95,53.6,54,0,13.87,clear sky
563,Turukhansk,RU,65.82,87.98,47.64,87,0,2.13,clear sky
564,Wewak,PG,-3.55,143.63,76.19,86,15,7.16,few clouds
565,Siena,IT,43.22,11.4,78.01,84,13,1.99,few clouds
566,Boa Vista,BR,2.82,-60.67,87.8,58,75,5.82,broken clouds
567,Severnoye,RU,56.35,78.36,53.37,93,5,5.01,clear sky
568,Kralendijk,BQ,12.15,-68.27,87.8,70,0,13.87,clear sky
569,Ngunguru,NZ,-35.62,174.5,60.01,3,0,5.99,clear sky
570,Ducos,MQ,14.58,-60.97,84.2,74,90,12.75,overcast clouds
571,Marsa Matruh,EG,31.35,27.25,78.8,74,0,6.93,clear sky
572,Imeni Poliny Osipenko,RU,52.42,136.49,49.24,71,100,0.54,overcast clouds
573,Ballina,AU,-28.87,153.57,59.0,93,28,6.89,scattered clouds
574,Bandarbeyla,SO,9.49,50.81,77.09,76,92,21.77,overcast clouds
575,Rio Grande,BR,-32.03,-52.1,61.0,96,88,5.99,moderate rain
576,Maua,BR,-23.67,-46.46,82.4,34,0,3.36,clear sky
577,Kutum,SD,14.2,24.67,75.54,57,79,6.22,broken clouds
578,Kenora,CA,49.82,-94.43,64.4,55,75,8.05,broken clouds
579,Sid,RS,45.13,19.23,73.4,73,2,9.17,clear sky
580,Lere,NG,10.39,8.57,68.61,94,100,1.57,light rain
581,Rach Gia,VN,10.02,105.08,81.88,82,42,9.26,light rain
582,Putina,PE,-15.47,-69.43,52.95,52,2,21.45,clear sky
583,Severo-Kurilsk,RU,50.68,156.12,49.78,90,93,10.83,overcast clouds
584,Makinsk,KZ,52.63,70.42,62.8,59,0,2.26,clear sky
585,Coolum Beach,AU,-26.53,153.1,62.01,89,62,3.0,broken clouds
586,El Bagre,CO,7.59,-74.81,80.78,92,100,1.92,light rain
587,Pedernales,DO,18.04,-71.74,87.8,74,20,18.34,few clouds
588,Sungairaya,ID,0.7,108.9,77.14,86,19,4.47,light rain
589,Avera,US,33.19,-82.53,87.8,70,75,9.17,broken clouds
590,Altamira,BR,-3.2,-52.21,86.0,70,20,2.24,few clouds
591,Otane,NZ,-39.88,176.63,60.04,53,0,5.66,clear sky
592,Arman,RU,59.7,150.17,51.19,55,0,9.91,clear sky
593,Borovoy,RU,55.43,86.08,59.0,82,40,8.95,scattered clouds
594,Gamba,GA,-2.65,10.0,73.63,87,100,8.03,light rain
595,Tocopilla,CL,-22.09,-70.2,63.79,60,21,11.41,few clouds
596,Hohhot,CN,40.81,111.65,68.0,82,40,8.95,scattered clouds
597,Maunabo,PR,18.01,-65.9,84.99,79,1,5.01,clear sky
598,San Fernando,PH,15.03,120.69,84.2,83,75,2.24,broken clouds
599,Padilla,CO,3.22,-76.31,69.8,94,75,6.93,light intensity drizzle
600,Plastun,RU,44.76,136.29,57.29,83,100,12.77,light rain
601,Bulgan,MN,48.81,103.53,47.89,89,27,3.74,scattered clouds
602,Tucuman,AR,-26.82,-65.22,80.6,32,75,17.22,smoke
603,Maple Creek,CA,49.92,-109.48,70.56,45,50,18.1,scattered clouds
604,Chicama,PE,-7.84,-79.15,67.3,66,1,10.0,clear sky
605,Natal,BR,-5.79,-35.21,78.8,78,40,13.87,scattered clouds
606,Porto Novo,BJ,6.5,2.6,77.0,88,40,11.41,scattered clouds
607,Beisfjord,NO,68.38,17.6,46.4,93,91,14.99,overcast clouds
608,Rawatsar,IN,29.28,74.38,88.09,57,0,9.31,light rain
609,Abu Dhabi,AE,24.47,54.37,95.0,75,30,1.12,scattered clouds
610,Marataizes,BR,-21.04,-40.82,72.75,85,5,18.54,clear sky
611,Plouzane,FR,48.38,-4.62,55.4,81,20,8.05,few clouds
612,Valparaiso,CL,-33.04,-71.63,62.6,71,0,13.87,clear sky
613,Itarema,BR,-2.92,-39.92,78.87,75,0,20.45,clear sky
614,Cap Malheureux,MU,-19.98,57.61,71.01,70,12,5.99,few clouds
615,Havelock,US,34.88,-76.9,84.99,81,32,12.26,light rain
616,Ahipara,NZ,-35.17,173.17,60.3,62,0,1.95,clear sky
617,Bhadra,IN,29.12,75.17,87.1,62,0,8.41,clear sky
618,Barranca,PE,-10.75,-77.77,63.01,78,14,11.32,few clouds
619,Falam,MM,22.92,93.68,60.57,100,100,3.38,overcast clouds
620,Zyryanka,RU,65.75,150.85,46.27,70,0,0.25,clear sky
621,Oda,JP,35.18,132.5,78.8,88,20,6.93,few clouds
622,Morondava,MG,-20.28,44.28,72.14,88,0,3.38,clear sky
623,Naryan-Mar,RU,67.67,53.09,41.74,82,60,10.02,broken clouds
624,Epinal,FR,48.18,6.45,57.2,87,79,4.7,light rain
625,Noyabrsk,RU,63.2,75.45,51.76,94,62,8.63,broken clouds
626,Miri,MY,4.41,114.01,77.0,94,40,2.24,scattered clouds
627,Sydney,AU,-33.87,151.21,53.01,76,0,8.05,clear sky
628,Manoel Urbano,BR,-8.84,-69.26,90.52,42,100,1.5,overcast clouds
629,Imbituba,BR,-28.24,-48.67,68.0,88,11,4.7,few clouds
630,Hofn,IS,64.25,-15.21,50.07,77,97,1.97,overcast clouds
631,Champasak,LA,14.75,106.0,71.98,98,15,2.26,few clouds
632,Reconquista,AR,-29.15,-59.65,70.29,70,92,16.89,overcast clouds
633,Ahuimanu,US,21.44,-157.84,87.8,54,40,11.41,scattered clouds
634,Kalispell,US,48.2,-114.31,82.4,15,1,18.34,clear sky
635,Vastseliina,EE,57.73,27.29,55.4,93,75,6.71,light intensity shower rain
636,El Tarra,CO,8.58,-73.09,81.46,76,93,2.68,light rain
637,Kizukuri,JP,40.81,140.39,73.0,88,75,2.24,broken clouds
638,Valle Hermoso,MX,25.67,-97.83,96.8,53,75,11.41,broken clouds
639,Kaeo,NZ,-35.1,173.78,60.01,3,0,5.99,clear sky
640,Waingapu,ID,-9.66,120.26,70.79,82,4,8.21,clear sky
641,Nhlangano,SZ,-27.12,31.2,57.7,92,65,5.88,broken clouds
642,Kamaishi,JP,39.27,141.88,74.88,90,100,6.13,light rain
643,Caravelas,BR,-17.71,-39.25,72.41,87,0,5.41,light rain
644,Rawah,IQ,34.48,41.91,87.67,13,0,10.49,clear sky
645,Birjand,IR,32.87,59.22,64.4,25,0,9.17,clear sky
646,Tuni,IN,17.35,82.55,79.09,89,0,5.59,clear sky
647,Kontagora,NG,10.4,5.47,72.09,93,89,3.0,overcast clouds
648,Ambanja,MG,-13.68,48.45,68.85,80,1,2.93,clear sky
649,Buraydah,SA,26.33,43.98,89.6,21,0,3.36,clear sky
650,Obo,CF,5.4,26.49,67.87,96,100,3.11,light rain
651,Pierre,US,44.37,-100.35,82.99,32,1,14.99,clear sky
652,Horn Lake,US,34.96,-90.03,91.99,63,75,6.93,broken clouds
653,Oranjemund,NA,-28.55,16.43,51.39,75,0,4.79,clear sky
654,Kuala Lumpur,MY,3.14,101.69,78.8,88,20,0.65,few clouds
655,Datong,CN,40.09,113.29,66.4,83,96,4.92,overcast clouds
656,Sandnessjoen,NO,66.02,12.63,48.2,87,55,4.7,broken clouds
657,Susehri,TR,40.16,38.09,61.39,64,0,0.83,clear sky
658,Namatanai,PG,-3.67,152.43,81.63,75,34,8.88,scattered clouds
659,Gornyak,RU,50.99,81.47,55.35,71,0,4.61,clear sky
660,Codrington,AU,-38.27,141.97,55.83,54,91,18.14,overcast clouds
661,Guarapari,BR,-20.67,-40.5,75.2,83,20,12.75,few clouds
662,Carmen,MX,18.63,-91.83,93.2,63,40,4.52,scattered clouds
663,Domoni,KM,-12.26,44.53,73.29,74,0,3.42,clear sky
664,Nova Olimpia,BR,-14.8,-57.29,91.51,11,0,5.77,clear sky
665,Prilep,MK,41.35,21.55,68.0,72,0,1.95,clear sky
666,Enghien,BE,50.69,4.03,55.99,93,8,4.7,clear sky
667,Minas,UY,-34.38,-55.24,53.6,87,75,13.87,light rain
